objectid,行政區,地標類型,地標名稱,地址,電話,網址,twd97_x,twd97_y,更新日期
939,土城區,捷運站,LG12站(萬大樹林線)(施工中),新北市土城區埤塘里,,,294420.85000000,2762445.32000000,2024-12-26 09:28:17.233000
940,土城區,捷運站,LG13站(萬大樹林線)(施工中),新北市土城區員仁里,,,294237.73000000,2762964.43000000,2024-12-26 09:28:17.233000
941,土城區,捷運站,LG9站(萬大樹林線)(施工中),新北市土城區延祿里,,,297376.06000000,2764593.55000000,2024-12-26 09:28:17.233000
942,土城區,捷運站,土城站(板南線、萬大樹林線),新北市土城區埤塘里5鄰金城路一段105號B1,02-21812345,,294829.64000000,2762833.29000000,2024-12-26 09:28:17.233000
943,土城區,捷運站,永寧站(板南線),新北市土城區大安里4鄰中央路三段105號B1,02-21812345,,293978.88000000,2762120.35000000,2024-12-26 09:28:17.233000
944,土城區,捷運站,海山站(板南線),新北市土城區樂利里2鄰樂利街16號B2,02-21812345,,295308.31000000,2764210.34000000,2024-12-26 09:28:17.233000
945,土城區,捷運站,頂埔站(三鶯線)(施工中),新北市土城區頂埔里,02-28059333,,292226.81000000,2761296.48000000,2024-12-26 09:28:17.233000
946,土城區,捷運站,頂埔站(板南線),新北市土城區頂埔里,,,292322.17000000,2761365.84000000,2024-12-26 09:28:17.233000
947,土城區,捷運站,媽祖田站(三鶯線)(施工中),新北市土城區頂新里,02-28059333,,291611.75000000,2760679.69000000,2024-12-26 09:28:17.233000
948,中和區,捷運站,中和站(環狀線、萬大樹林線),新北市中和區連和里17鄰中山路二段271號,,,300042.09000000,2766125.90000000,2024-12-26 09:28:17.233000
949,中和區,捷運站,中和高中站(萬大樹林線)(施工中),新北市中和區嘉慶里,,,298552.80000000,2765325.50000000,2024-12-26 09:28:17.233000
950,中和區,捷運站,中原站(環狀線),新北市中和區中原里8鄰板南路510號,,,298912.06000000,2766755.63000000,2024-12-26 09:28:17.233000
951,中和區,捷運站,永安市場站(中和新蘆線),新北市中和區中安里4鄰中和路388號,02-21812345,,301570.20000000,2766148.05000000,2024-12-26 09:28:17.233000
952,中和區,捷運站,秀朗橋站(環狀線),新北市中和區秀景里9鄰景平路2號,,,302997.69000000,2764807.50000000,2024-12-26 09:28:17.233000
953,中和區,捷運站,南勢角站(中和新蘆線),新北市中和區景福里36鄰捷運路6號,02-21812345,,301498.50000000,2764726.31000000,2024-12-26 09:28:17.233000
954,中和區,捷運站,莒光站(萬大樹林線)(施工中),新北市中和區明穗里,,,297381.62000000,2765260.59000000,2024-12-26 09:28:17.233000
955,中和區,捷運站,景平站(環狀線),新北市中和區秀士里11鄰景平路121號,,,302127.92000000,2765006.49000000,2024-12-26 09:28:17.233000
956,中和區,捷運站,景安站(中和新蘆線、環狀線),新北市中和區景文里17鄰景平路486號,,,301047.34000000,2765144.71000000,2024-12-26 09:28:17.233000
957,中和區,捷運站,景安站(中和新蘆線、環狀線),新北市中和區景文里17鄰景平路486號,02-21812345,,300999.01000000,2765241.18000000,2024-12-26 09:28:17.233000
958,中和區,捷運站,橋和站(環狀線),新北市中和區中原里11鄰板南路430號,,,299505.18000000,2766342.79000000,2024-12-26 09:28:17.233000
959,中和區,捷運站,雙和醫院站(萬大樹林線)(施工中),新北市中和區碧河里,,,299465.54000000,2765463.62000000,2024-12-26 09:28:17.233000
960,五股區,捷運站,Y19A站(環狀線)(施工中),新北市五股區興珍里,,,295705.48000000,2773290.92000000,2024-12-26 09:28:17.233000
961,五股區,捷運站,Y19B站(環狀線)(施工中),新北市五股區更寮里,,,296541.08000000,2774132.88000000,2024-12-26 09:28:17.233000
962,永和區,捷運站,永和站(萬大樹林線)(施工中),新北市永和區保安里,,,301065.64000000,2766767.76000000,2024-12-26 09:28:17.233000
963,永和區,捷運站,頂溪站(中和新蘆線),新北市永和區勵行里1鄰永和路二段168號B1,02-21812345,,302024.39000000,2767379.99000000,2024-12-26 09:28:17.233000
964,汐止區,捷運站,SB11站(民生汐止線)(規劃中),新北市汐止區環河里,,,312830.06000000,2773227.12000000,2024-12-26 09:28:17.233000
965,汐止區,捷運站,SB12站(民生汐止線)(規劃中),新北市汐止區中興里,,,313844.91000000,2773120.85000000,2024-12-26 09:28:17.233000
966,汐止區,捷運站,SB13站(民生汐止線)(規劃中),新北市汐止區樟樹里,,,314615.19000000,2772570.60000000,2024-12-26 09:28:17.233000
967,汐止區,捷運站,SB14站(民生汐止線)(規劃中),新北市汐止區復興里,,,315603.86000000,2772905.68000000,2024-12-26 09:28:17.233000
968,汐止區,捷運站,SB15站(民生汐止線)(規劃中),新北市汐止區秀峰里,,,316502.85000000,2773062.41000000,2024-12-26 09:28:17.233000
969,林口區,捷運站,林口站(機場捷運線),新北市林口區南勢里,,,286463.52000000,2773101.94000000,2024-12-26 09:28:17.233000
970,板橋區,捷運站,LG14站(萬大樹林線)(施工中),新北市板橋區溪福里,,,293128.03000000,2763969.68000000,2024-12-26 09:28:17.233000
971,板橋區,捷運站,江子翠站(板南線),新北市板橋區忠翠里9鄰文化路二段296號B1,02-21812345,,297694.06000000,2769210.34000000,2024-12-26 09:28:17.233000
972,板橋區,捷運站,亞東醫院站(板南線),新北市板橋區華東里8鄰南雅南路二段17號B1,02-21812345,,295660.79000000,2765598.90000000,2024-12-26 09:28:17.233000
973,板橋區,捷運站,府中站(板南線),新北市板橋區挹秀里,02-21812345,,296378.38000000,2766822.27000000,2024-12-26 09:28:17.233000
974,板橋區,捷運站,板新站(環狀線),新北市板橋區長安里14鄰板新路109號,,,297682.03000000,2767466.95000000,2024-12-26 09:28:17.233000
975,板橋區,捷運站,板橋站(板南線、環狀線),新北市板橋區新民里1鄰站前路5號B1,02-21812345,,296685.66000000,2767391.43000000,2024-12-26 09:28:17.233000
976,板橋區,捷運站,板橋站(板南線、環狀線),新北市板橋區新民里1鄰新站路66號,,,296888.99000000,2767545.72000000,2024-12-26 09:28:17.233000
977,板橋區,捷運站,新埔民生站(環狀線),新北市板橋區聯翠里6鄰民生路三段70號,,,297099.21000000,2768753.01000000,2024-12-26 09:28:17.233000
978,板橋區,捷運站,新埔站(板南線),新北市板橋區聯翠里1鄰民生路三段2號B1,02-21812345,,297256.34000000,2768456.54000000,2024-12-26 09:28:17.233000
979,泰山區,捷運站,泰山站(機場捷運線),新北市泰山區義仁里,,,294350.78000000,2771743.30000000,2024-12-26 09:28:17.233000
980,泰山區,捷運站,泰山貴和站(機場捷運線),新北市泰山區貴和里,,,292656.24000000,2769523.48000000,2024-12-26 09:28:17.233000
981,淡水區,捷運站,台北海洋大學站(淡海輕軌藍海線),新北市淡水區沙崙里,02-28059333,,292973.53000000,2787017.11000000,2024-12-26 09:28:17.233000
982,淡水區,捷運站,竹圍站(淡水信義線),新北市淡水區竹圍里13鄰民權路50號,02-21812345,,296326.41000000,2781052.00000000,2024-12-26 09:28:17.233000
983,淡水區,捷運站,沙崙站(淡海輕軌藍海線),新北市淡水區沙崙里,02-28059333,,292062.21000000,2786616.90000000,2024-12-26 09:28:17.233000
984,淡水區,捷運站,竿蓁林站(淡海輕軌綠山線),新北市淡水區竿蓁里,02-28059333,,295990.92000000,2783826.81000000,2024-12-26 09:28:17.233000
985,淡水區,捷運站,紅樹林站(淡水信義線),新北市淡水區八勢里4鄰中正東路二段68號,02-21812345,,296259.67000000,2782899.71000000,2024-12-26 09:28:17.233000
986,淡水區,捷運站,紅樹林站(淡海輕軌綠山線),新北市淡水區八勢里,02-28059333,,296259.57000000,2783075.85000000,2024-12-26 09:28:17.233000
987,淡水區,捷運站,崁頂站(淡海輕軌綠山線),新北市淡水區崁頂里,02-28059333,,293800.53000000,2788116.70000000,2024-12-26 09:28:17.233000
988,淡水區,捷運站,淡水行政中心站(淡海輕軌綠山線),新北市淡水區埤島里,02-28059333,,294781.22000000,2786785.46000000,2024-12-26 09:28:17.233000
989,淡水區,捷運站,淡水站(淡水信義線),新北市淡水區草東里1鄰中正路1號,02-21812345,,294838.14000000,2784496.38000000,2024-12-26 09:28:17.233000
990,淡水區,捷運站,淡水漁人碼頭站(淡海輕軌藍海線),新北市淡水區沙崙里,02-28059333,,292192.34000000,2786004.17000000,2024-12-26 09:28:17.233000
991,淡水區,捷運站,淡江大學站(淡海輕軌綠山線),新北市淡水區北新里,02-28059333,,295967.46000000,2785469.88000000,2024-12-26 09:28:17.233000
992,淡水區,捷運站,淡金北新站(淡海輕軌綠山線),新北市淡水區北投里,02-28059333,,295589.90000000,2785915.99000000,2024-12-26 09:28:17.233000
993,淡水區,捷運站,淡金鄧公站(淡海輕軌綠山線),新北市淡水區學府里,02-28059333,,296447.64000000,2784613.07000000,2024-12-26 09:28:17.233000
994,淡水區,捷運站,淡海新市鎮站(淡海輕軌綠山線),新北市淡水區崁頂里,02-28059333,,293583.04000000,2787515.79000000,2024-12-26 09:28:17.233000
995,淡水區,捷運站,新市一路站(淡海輕軌綠山線),新北市淡水區北投里,02-28059333,,295179.79000000,2786209.12000000,2024-12-26 09:28:17.233000
996,淡水區,捷運站,濱海沙崙站(淡海輕軌綠山線),新北市淡水區崁頂里,02-28059333,,293499.41000000,2786946.83000000,2024-12-26 09:28:17.233000
997,淡水區,捷運站,濱海義山站(淡海輕軌綠山線),新北市淡水區崁頂里,02-28059333,,294077.27000000,2786866.45000000,2024-12-26 09:28:17.233000
998,新店區,捷運站,Y5站(環狀線)(施工中),新北市新店區寶興里,,,305513.87000000,2764076.56000000,2024-12-26 09:28:17.233000
999,新店區,捷運站,七張站(松山新店線、小碧潭支線),新北市新店區新安里8鄰北新路二段150號,02-21812345,,304816.50000000,2763104.37000000,2024-12-26 09:28:17.233000
1000,新店區,捷運站,十四張站(安坑輕軌),新北市新店區中山里,02-28059333,,303229.84000000,2764153.21000000,2024-12-26 09:28:17.233000
1001,新店區,捷運站,十四張站(環狀線),新北市新店區中山里1鄰民權路282號,,,303264.83000000,2764157.95000000,2024-12-26 09:28:17.233000
1002,新店區,捷運站,大坪林站(松山新店線、環狀線),新北市新店區寶安里27鄰北新路三段190號,02-21812345,,304650.78000000,2763994.36000000,2024-12-26 09:28:17.233000
1003,新店區,捷運站,小碧潭站(小碧潭支線),新北市新店區福民里20鄰中央路151號4樓,02-21812345,,303510.64000000,2762790.52000000,2024-12-26 09:28:17.233000
1004,新店區,捷運站,台北小城站(安坑輕軌),新北市新店區德安里,02-28059333,,300423.58000000,2760740.47000000,2024-12-26 09:28:17.233000
1005,新店區,捷運站,安康站(安坑輕軌),新北市新店區下城里,02-28059333,,302231.77000000,2762027.52000000,2024-12-26 09:28:17.233000
1006,新店區,捷運站,玫瑰中國城站(安坑輕軌),新北市新店區玫瑰里,02-28059333,,299844.51000000,2760387.48000000,2024-12-26 09:28:17.233000
1007,新店區,捷運站,耕莘安康院區站(安坑輕軌),新北市新店區德安里,02-28059333,,300914.38000000,2760824.49000000,2024-12-26 09:28:17.233000
1008,新店區,捷運站,景文科大站(安坑輕軌),新北市新店區公崙里,02-28059333,,301538.54000000,2760948.85000000,2024-12-26 09:28:17.233000
1009,新店區,捷運站,陽光運動公園站(安坑輕軌),新北市新店區安和里,02-28059333,,302457.55000000,2762818.62000000,2024-12-26 09:28:17.233000
1010,新店區,捷運站,新和國小站(安坑輕軌),新北市新店區永安里,02-28059333,,302365.04000000,2764046.63000000,2024-12-26 09:28:17.233000
1011,新店區,捷運站,新店站(松山新店線),新北市新店區張南里1鄰北宜路一段2號,02-21812345,,304293.75000000,2761238.94000000,2024-12-26 09:28:17.233000
1012,新店區,捷運站,新店區公所站(松山新店線),新北市新店區新德里8鄰北新路一段295號,02-21812345,,304662.11000000,2762286.17000000,2024-12-26 09:28:17.233000
1013,新店區,捷運站,雙城站(安坑輕軌),新北市新店區雙城里,02-28059333,,299449.56000000,2759922.37000000,2024-12-26 09:28:17.233000
1014,新莊區,捷運站,丹鳳站(中和新蘆線),新北市新莊區福營里,02-21812345,,292655.63000000,2769047.44000000,2024-12-26 09:28:17.233000
1015,新莊區,捷運站,幸福站(環狀線),新北市新莊區頭前里8鄰思源路292號,02-21812345,,296416.20000000,2771402.45000000,2024-12-26 09:28:17.233000
1016,新莊區,捷運站,迴龍站(中和新蘆線、萬大樹林線),新北市新莊區雙鳳里,02-21812345,,291535.61000000,2768270.20000000,2024-12-26 09:28:17.233000
1017,新莊區,捷運站,新北產業園區站(機場捷運線、環狀線),新北市新莊區福基里12鄰五工路35號,,,296302.25000000,2772688.59000000,2024-12-26 09:28:17.233000
1018,新莊區,捷運站,新北產業園區站(機場捷運線、環狀線),新北市新莊區福基里12鄰五工路35號,,,296391.73000000,2772651.89000000,2024-12-26 09:28:17.233000
1019,新莊區,捷運站,新莊站(中和新蘆線),新北市新莊區榮和里,02-21812345,,295627.52000000,2769848.35000000,2024-12-26 09:28:17.233000
1020,新莊區,捷運站,新莊副都心站(機場捷運線),新北市新莊區中原里,,,294987.88000000,2772414.68000000,2024-12-26 09:28:17.233000
1021,新莊區,捷運站,輔大站(中和新蘆線),新北市新莊區福營里,02-21812345,,293972.12000000,2769478.48000000,2024-12-26 09:28:17.233000
1022,新莊區,捷運站,頭前庄站(中和新蘆線、環狀線),新北市新莊區思源里2鄰思源路18號B1,02-21812345,,296602.05000000,2770266.15000000,2024-12-26 09:28:17.233000
1023,新莊區,捷運站,頭前庄站(中和新蘆線、環狀線),新北市新莊區思源里2鄰思源路20號,,,296459.47000000,2770238.94000000,2024-12-26 09:28:17.233000
1024,樹林區,捷運站,LG15站(萬大樹林線)(施工中),新北市樹林區和平里,,,292325.90000000,2763892.34000000,2024-12-26 09:28:17.233000
1025,樹林區,捷運站,LG16站(萬大樹林線)(施工中),新北市樹林區樹南里,,,291995.37000000,2764409.72000000,2024-12-26 09:28:17.233000
1026,樹林區,捷運站,LG17站(萬大樹林線)(施工中),新北市樹林區潭底里,,,292340.37000000,2765214.68000000,2024-12-26 09:28:17.233000
1027,樹林區,捷運站,LG18站(萬大樹林線)(施工中),新北市樹林區潭底里,,,292837.63000000,2766010.24000000,2024-12-26 09:28:17.233000
1028,樹林區,捷運站,LG19站(萬大樹林線)(施工中),新北市樹林區?寮里,,,292024.49000000,2766760.19000000,2024-12-26 09:28:17.233000
1029,樹林區,捷運站,LG20站(萬大樹林線)(施工中),新北市樹林區三多里,,,291488.49000000,2767457.15000000,2024-12-26 09:28:17.233000
1030,蘆洲區,捷運站,Y20站(環狀線)(施工中),新北市蘆洲區得仁里,,,297361.90000000,2774402.85000000,2024-12-26 09:28:17.233000
1031,蘆洲區,捷運站,三民高中站(中和新蘆線),新北市蘆洲區保和里,02-21812345,,297798.30000000,2775285.86000000,2024-12-26 09:28:17.233000
1032,蘆洲區,捷運站,徐匯中學站(中和新蘆線、環狀線),新北市蘆洲區溪墘里,02-21812345,,298410.24000000,2774784.85000000,2024-12-26 09:28:17.233000
1033,蘆洲區,捷運站,蘆洲站(中和新蘆線),新北市蘆洲區保新里,02-21812345,,296853.01000000,2775999.61000000,2024-12-26 09:28:17.233000
1034,鶯歌區,捷運站,永吉公園站(三鶯線)(施工中),新北市鶯歌區鳳鳴里,02-28059333,,283745.12000000,2761478.88000000,2024-12-26 09:28:17.233000
1035,鶯歌區,捷運站,國華站(三鶯線)(施工中),新北市鶯歌區建國里,02-28059333,,284580.81000000,2760747.64000000,2024-12-26 09:28:17.233000
1036,鶯歌區,捷運站,陶瓷老街站(三鶯線)(施工中),新北市鶯歌區同慶里,02-28059333,,285286.07000000,2760552.10000000,2024-12-26 09:28:17.233000
1037,鶯歌區,捷運站,鶯桃福德站(三鶯線)(施工中),新北市鶯歌區鳳祥里,02-28059333,,283384.95000000,2762199.21000000,2024-12-26 09:28:17.233000
1038,鶯歌區,捷運站,鶯歌車站(三鶯線)(施工中),新北市鶯歌區東鶯里,02-28059333,,285978.08000000,2760629.54000000,2024-12-26 09:28:17.233000
1039,八里區,教育研究機構,中華穀類食品工業技術研究所,新北市八里區下罟里2鄰中山路三段223、225號,02-26101010,,288562.91000000,2781277.77000000,2024-12-26 09:28:17.233000
1040,三重區,教育研究機構,財團法人印刷創新科技研究發展中心新北市總部,新北市三重區五谷里23鄰光復路一段61巷27號11樓之3,02-29990016,,297696.78000000,2771298.60000000,2024-12-26 09:28:17.233000
1041,三峽區,教育研究機構,國家中山科學研究院三峽院區,新北市三峽區二鬮里24鄰中正路三段1號,,,285855.23000000,2755120.25000000,2024-12-26 09:28:17.233000
1042,三峽區,教育研究機構,國家教育研究院圖書館總圖書館,新北市三峽區龍埔里8鄰三樹路2號,02-77407587,,288115.99000000,2758855.03000000,2024-12-26 09:28:17.233000
1043,土城區,教育研究機構,財團法人紡織產業綜合研究所土城場區,新北市土城區大安里7鄰承天路6號,02-22670321,,294095.27000000,2761991.03000000,2024-12-26 09:28:17.233000
1044,中和區,教育研究機構,財團法人菊輝資訊科技文教基金會,新北市中和區平河里1鄰中正路716號16樓,02-82280786,,299008.71000000,2765570.00000000,2024-12-26 09:28:17.233000
1045,中和區,教育研究機構,經濟部中央地質調查所,新北市中和區華新里2鄰華新街109巷2號,02-29462793,,301335.91000000,2763951.89000000,2024-12-26 09:28:17.233000
1046,五股區,教育研究機構,財團法人醫藥工業技術發展中心,新北市五股區興珍里37鄰五權路9號7樓,02-66251166,,295251.59000000,2773055.63000000,2024-12-26 09:28:17.233000
1047,汐止區,教育研究機構,財團法人中國生產力中心,新北市汐止區復興里14鄰新台五路一段79號2樓,02-26982989,,315184.75000000,2772793.45000000,2024-12-26 09:28:17.233000
1048,汐止區,教育研究機構,財團法人台灣經濟發展研究院,新北市汐止區文化里21鄰新台五路一段90號18樓,02-26969955,,315319.83000000,2772650.88000000,2024-12-26 09:28:17.233000
1049,汐止區,教育研究機構,財團法人生物技術開發中心汐止研發區,新北市汐止區北山里14鄰康寧街169巷101號,02-26956933,,312858.56000000,2773687.28000000,2024-12-26 09:28:17.233000
1050,林口區,教育研究機構,財團法人台灣電子檢驗中心林口實驗室,新北市林口區頂福里5鄰頂福34號,02-26023052,,285485.26000000,2776593.05000000,2024-12-26 09:28:17.233000
1051,林口區,教育研究機構,財團法人資訊工業策進會數位教育研究所林口新創園,新北市林口區湖南里45鄰仁愛路二段502號,02-66316759,,287872.52000000,2774298.70000000,2024-12-26 09:28:17.233000
1052,板橋區,教育研究機構,財團法人醫院評鑑暨醫療品質策進會,新北市板橋區富貴里9鄰三民路二段31號5樓,02-29634055,,298389.00000000,2767859.27000000,2024-12-26 09:28:17.233000
1053,板橋區,教育研究機構,新北市原住民族部落大學,新北市板橋區福丘里13鄰中山路一段161號26樓,02-29603456,,296962.61000000,2767188.99000000,2024-12-26 09:28:17.233000
1054,金山區,教育研究機構,中華佛學研究所,新北市金山區三界里7鄰法鼓路555號,02-24987171,,311966.65000000,2792648.55000000,2024-12-26 09:28:17.233000
1055,淡水區,教育研究機構,財團法人台灣非破壞檢測協會,新北市淡水區八勢里7鄰中正東路二段27號24樓之3,02-88098027,,296317.21000000,2783222.37000000,2024-12-26 09:28:17.233000
1056,淡水區,教育研究機構,財團法人台灣綜合研究院,新北市淡水區八勢里7鄰中正東路二段27號29樓,02-88095688,,296309.02000000,2783211.65000000,2024-12-26 09:28:17.233000
1057,淡水區,教育研究機構,財團法人船舶暨海洋產業研發中心淡水辦公室,新北市淡水區八勢里7鄰中正東路二段27號14樓,02-28085899,,296303.06000000,2783217.61000000,2024-12-26 09:28:17.233000
1058,淡水區,教育研究機構,臺北基督學院,新北市淡水區福德里8鄰自強路51號,02-28097661,,296500.03000000,2780337.33000000,2024-12-26 09:28:17.233000
1059,淡水區,教育研究機構,臺北基督學院圖書館,新北市淡水區福德里8鄰自強路51號,02-28097661,,296538.64000000,2780397.99000000,2024-12-26 09:28:17.233000
1060,新店區,教育研究機構,財團法人台灣必安研究所,新北市新店區復興里2鄰北新路三段207號3樓,02-89785688,,304515.59000000,2764186.27000000,2024-12-26 09:28:17.233000
1061,新店區,教育研究機構,財團法人台灣建築中心,新北市新店區江陵里5鄰民權路95號3樓,02-86676111,,304227.12000000,2763980.01000000,2024-12-26 09:28:17.233000
1062,新店區,教育研究機構,財團法人台灣綠色生產力基金會,新北市新店區張北里8鄰寶橋路48號5樓,02-29106067,,305116.70000000,2763121.66000000,2024-12-26 09:28:17.233000
1063,新店區,教育研究機構,財團法人台灣機電工程服務社,新北市新店區寶福里2鄰寶中路119號8樓,02-86658182,,305483.34000000,2763642.69000000,2024-12-26 09:28:17.233000
1064,新店區,教育研究機構,財團法人台灣營建研究院院本部,新北市新店區寶福里15鄰中興路二段190號11樓,02-89195000,,305385.06000000,2762933.49000000,2024-12-26 09:28:17.233000
1065,三重區,稅捐機關,財政部北區國稅局三重稽徵所,新北市三重區富貴里32鄰集賢路175號9樓,02-29776868,,299206.59000000,2775704.87000000,2024-12-26 09:28:17.233000
1066,三重區,稅捐機關,新北市政府稅捐稽徵處三重分處,新北市三重區過田里7鄰重陽路一段115號,02-89712345,,299133.79000000,2772526.11000000,2024-12-26 09:28:17.233000
1067,三峽區,稅捐機關,新北市政府稅捐稽徵處三鶯分處,新北市三峽區鳶山里15鄰中山路175號,02-86718230,,286733.39000000,2758817.11000000,2024-12-26 09:28:17.233000
1068,中和區,稅捐機關,財政部北區國稅局中和稽徵所,新北市中和區連城里14鄰安邦街18號,02-22436789,,300072.52000000,2765613.67000000,2024-12-26 09:28:17.233000
1069,中和區,稅捐機關,新北市政府稅捐稽徵處中和分處,新北市中和區復興里30鄰復興路278號,02-82450100,,300726.81000000,2764822.57000000,2024-12-26 09:28:17.233000
1070,汐止區,稅捐機關,財政部北區國稅局汐止稽徵所,新北市汐止區秀峰里1鄰新台五路一段268號9樓,02-26486301,,316481.82000000,2772995.37000000,2024-12-26 09:28:17.233000
1071,汐止區,稅捐機關,新北市政府稅捐稽徵處汐止分處,新北市汐止區秀峰里1鄰新台五路一段268號8樓,02-86432288,,316479.79000000,2773000.03000000,2024-12-26 09:28:17.233000
1072,林口區,稅捐機關,新北市政府稅捐稽徵處林口分處,新北市林口區南勢里22鄰忠孝二路55號3樓,02-26005200,,286732.98000000,2773540.57000000,2024-12-26 09:28:17.233000
1073,板橋區,稅捐機關,財政部北區國稅局板橋分局第一辦公室,新北市板橋區挹秀里12鄰文化路一段48號,02-29683569,,296417.01000000,2767189.60000000,2024-12-26 09:28:17.233000
1074,板橋區,稅捐機關,財政部北區國稅局板橋分局第二辦公室,新北市板橋區福丘里13鄰中山路一段143號,02-29683569,,296841.68000000,2767127.92000000,2024-12-26 09:28:17.233000
1075,板橋區,稅捐機關,新北市政府稅捐稽徵處板橋分處,新北市板橋區福丘里13鄰中山路一段143號4樓,02-89528200,,296855.33000000,2767133.79000000,2024-12-26 09:28:17.233000
1076,板橋區,稅捐機關,新北市政府稅捐稽徵處總處,新北市板橋區福丘里13鄰中山路一段143號,02-89528200,,296855.33000000,2767133.79000000,2024-12-26 09:28:17.233000
1077,淡水區,稅捐機關,財政部北區國稅局淡水稽徵所,新北市淡水區新生里9鄰中正路229-10號1樓,02-26251532,,293977.97000000,2784979.89000000,2024-12-26 09:28:17.233000
1078,淡水區,稅捐機關,新北市政府稅捐稽徵處淡水分處,新北市淡水區崁頂里2鄰中山北路二段375號3樓,02-26212001,,294716.90000000,2786566.85000000,2024-12-26 09:28:17.233000
1079,新店區,稅捐機關,財政部北區國稅局新店稽徵所,新北市新店區中興里7鄰北新路一段86號,02-29182010,,304682.53000000,2762275.85000000,2024-12-26 09:28:17.233000
1080,新店區,稅捐機關,新北市政府稅捐稽徵處新店分處,新北市新店區中興里7鄰北新路一段86號17樓,02-89148888,,304719.33000000,2762249.16000000,2024-12-26 09:28:17.233000
1081,新莊區,稅捐機關,財政部北區國稅局新莊稽徵所,新北市新莊區中原里1鄰中平路439號北棟3~4樓,02-89956789,,294805.48000000,2772049.06000000,2024-12-26 09:28:17.233000
1082,新莊區,稅捐機關,新北市政府稅捐稽徵處新莊分處,新北市新莊區忠孝里29鄰仁愛街56號,02-22771300,,294845.32000000,2769970.10000000,2024-12-26 09:28:17.233000
1083,瑞芳區,稅捐機關,財政部北區國稅局汐止稽徵所瑞芳服務處,新北市瑞芳區龍興里7鄰明燈路三段42號4樓,02-24969641,,331437.63000000,2777987.98000000,2024-12-26 09:28:17.233000
1084,瑞芳區,稅捐機關,新北市政府稅捐稽徵處瑞芳分處,新北市瑞芳區龍興里7鄰明燈路三段42號,02-24062800,,331439.35000000,2777978.78000000,2024-12-26 09:28:17.233000
1085,中和區,監理機關,新北市交通事件裁決處中和辦公室,新北市中和區中山路三段116號,02-89786108,www.tad.ntpc.gov.tw,298054.47334000,2766528.41867000,2024-12-26 09:28:17.233000
1086,中和區,監理機關,新北市政府交通事件裁決處中和辦公室,新北市中和區員山里22鄰中山路三段116號,02-89786108,,298054.42000000,2766528.43000000,2024-12-26 09:28:17.233000
1087,中和區,監理機關,臺北區監理所板橋監理站,新北市中和區員山里22鄰中山路三段116號,02-22227835,,298054.42000000,2766528.43000000,2024-12-26 09:28:17.233000
1088,板橋區,監理機關,新北市交通事件裁決處服務中心,新北市板橋區福丘里13鄰中山路一段143號2樓,,,296841.98000000,2767127.02000000,2024-12-26 09:28:17.233000
1089,樹林區,監理機關,新北市交通事件裁決處樹林辦公室,新北市樹林區圳民里16鄰中正路248巷7號A棟4樓,02-89786101,,292241.98000000,2766848.35000000,2024-12-26 09:28:17.233000
1090,樹林區,監理機關,臺北區監理所,新北市樹林區圳民里16鄰中正路248巷7號,02-26884366,,292237.93000000,2766857.25000000,2024-12-26 09:28:17.233000
1091,蘆洲區,監理機關,新北市交通事件裁決處蘆洲辦公室,新北市蘆洲區中山二路163號,02-89786117,www.tad.ntpc.gov.tw,297562.17526000,2774827.71631000,2024-12-26 09:28:17.233000
1092,蘆洲區,監理機關,新北市政府交通事件裁決處蘆洲辦公室,新北市蘆洲區得勝里20鄰中山二路163號,02-89786117,,297562.11000000,2774827.72000000,2024-12-26 09:28:17.233000
1093,蘆洲區,監理機關,臺北區監理所蘆洲監理站,新北市蘆洲區得勝里20鄰中山二路163號,02-22886883,,297562.11000000,2774827.72000000,2024-12-26 09:28:17.233000
1094,八里區,衛生所,新北市八里區衛生所,新北市八里區舊城里11鄰舊城路16號,02-26012137,bali.health.ntpc.gov.tw,290334.20000000,2782130.06000000,2024-12-26 09:28:17.233000
1095,三芝區,衛生所,新北市三芝區衛生所,新北市三芝區埔頭里27鄰中山路一段12號,02-26362007,sanzhi.health.ntpc.gov.tw,300440.27000000,2794493.85000000,2024-12-26 09:28:17.233000
1096,三重區,衛生所,新北市三重區衛生所,新北市三重區中山里17鄰新北大道一段1號,02-29825233,sanchong.health.ntpc.gov.tw,299588.89000000,2772634.50000000,2024-12-26 09:28:17.233000
1097,三峽區,衛生所,新北市三峽區衛生所,新北市三峽區介壽里10鄰光明路71號3樓,02-26711592,sanxia.health.ntpc.gov.tw,287988.69000000,2757888.19000000,2024-12-26 09:28:17.233000
1098,土城區,衛生所,新北市土城區衛生所,新北市土城區埤塘里4鄰和平路26號,02-22603181,tucheng.health.ntpc.gov.tw,294742.49000000,2762844.11000000,2024-12-26 09:28:17.233000
1099,中和區,衛生所,新北市中和區衛生所,新北市中和區漳和里3鄰南山路4巷3號,02-22491936,zhonghe.health.ntpc.gov.tw,300636.22000000,2765726.31000000,2024-12-26 09:28:17.233000
1100,五股區,衛生所,新北市五股區衛生所,新北市五股區成功里1鄰新城三路11號,02-22917717,wugu.health.ntpc.gov.tw,295150.48000000,2776290.22000000,2024-12-26 09:28:17.233000
1101,平溪區,衛生所,新北市平溪區衛生所,新北市平溪區石底里3鄰公園街17號,02-24951015,pingxi.health.ntpc.gov.tw,324397.89000000,2768713.67000000,2024-12-26 09:28:17.233000
